,id,title,author,author_birth_year,period,type,genre,date,file,source,annotation,tokens_cleaned
15,16,Die Candidaten oder Die Mittel zu einem Amte zu gelangen,Krüger,1723,Aufklaerung,Comedy,drama,1747,krueger-die-candidaten.xml,https://github.com/dracor-org/gerdracor,,26832
16,17,"Damon, oder die wahre Freundschaft",Lessing,1729,Aufklaerung,Comedy,drama,1747,lessing-damon.xml,https://github.com/dracor-org/gerdracor,,8725
17,18,Die stumme Schönheit,Schlegel,1719,Aufklaerung,Comedy,drama,1747,schlegel-die-stumme-schoenheit.xml,https://github.com/dracor-org/gerdracor,,9313
18,19,Der junge Gelehrte,Lessing,1729,Aufklaerung,Comedy,drama,1748,lessing-der-junge-gelehrte.xml,https://github.com/dracor-org/gerdracor,,30167
19,20,Der Triumph der guten Frauen,Schlegel,1719,Aufklaerung,Comedy,drama,1748,schlegel-der-triumph-der-guten-frauen.xml,https://github.com/dracor-org/gerdracor,,24350
20,21,Die alte Jungfer,Lessing,1729,Aufklaerung,Comedy,drama,1749,lessing-die-alte-jungfer.xml,https://github.com/dracor-org/gerdracor,,12076
21,22,Die Schäferinsel,Mylius,1722,Aufklaerung,Comedy,drama,1749,mylius-die-schaeferinsel.xml,https://github.com/dracor-org/gerdracor,,14649
22,23,Die Juden,Lessing,1729,Aufklaerung,Comedy,drama,1754,lessing-die-juden.xml,https://github.com/dracor-org/gerdracor,,12192
23,24,Das Schäferfest oder Die Herbstfreude,Neuber,1697,Aufklaerung,Comedy,drama,1754,neuber-das-schaeferfest.xml,https://github.com/dracor-org/gerdracor,,24592
24,25,Der Freigeist,Lessing,1729,Aufklaerung,Comedy,drama,1755,lessing-der-freigeist.xml,https://github.com/dracor-org/gerdracor,,24910
25,26,Der Misogyn,Lessing,1729,Aufklaerung,Comedy,drama,1755,lessing-der-misogyn.xml,https://github.com/dracor-org/gerdracor,,14932
26,27,Der Schatz,Lessing,1729,Aufklaerung,Comedy,drama,1755,lessing-der-schatz.xml,https://github.com/dracor-org/gerdracor,,14436
27,28,Miß Sara Sampson,Lessing,1729,Aufklaerung,Tragedy,drama,1755,lessing-miss-sara-sampson.xml,https://github.com/dracor-org/gerdracor,,29871
28,29,Lucie Woodvil,Pfeil,1732,Aufklaerung,Tragedy,drama,1756,pfeil-lucie-woodvil.xml,https://github.com/dracor-org/gerdracor,,30859
29,30,Der Tod Adams,Klopstock,1724,Aufklaerung,Tragedy,drama,1757,klopstock-der-tod-adams.xml,https://github.com/dracor-org/gerdracor,,8234
30,31,Der Freigeist,Brawe,1738,Aufklaerung,Tragedy,drama,1758,brawe-der-freigeist.xml,https://github.com/dracor-org/gerdracor,,22507
31,32,Codrus,Cronegk,1758,Aufklaerung,Tragedy,drama,1758,cronegk-codrus.xml,https://github.com/dracor-org/gerdracor,,18771
32,33,Lady Johanna Gray oder Der Triumf der Religion,Wieland,1733,Aufklaerung,Tragedy,drama,1758,wieland-lady-johanna-gray.xml,https://github.com/dracor-org/gerdracor,,16678
33,34,Philotas,Lessing,1729,Aufklaerung,Tragedy,drama,1759,lessing-philotas.xml,https://github.com/dracor-org/gerdracor,,8144
34,35,Der Mißtrauische,Cronegk,1758,Aufklaerung,Comedy,drama,1760,cronegk-der-misstrauische.xml,https://github.com/dracor-org/gerdracor,,29077
35,36,Klementina von Porretta,Wieland,1733,Aufklaerung,,drama,1760,wieland-klementina-von-porretta.xml,https://github.com/dracor-org/gerdracor,,26359
36,37,Evander und Alcimna,Gessner,1730,Aufklaerung,,drama,1762,gessner-evander-und-alcimna.xml,https://github.com/dracor-org/gerdracor,,10386
37,38,"Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von Einhorn",Hafner,1735,Aufklaerung,Comedy,drama,1763,hafner-maegera-die-foerchterliche-hexe.xml,https://github.com/dracor-org/gerdracor,,24849
38,39,Die Tugend auf der Schaubühne; oder: Harlekin's Heirath,Möser,1720,Aufklaerung,,drama,1763,moeser-die-tugend-auf-der-schaubuehne.xml,https://github.com/dracor-org/gerdracor,,8065
39,40,Der Furchtsame,Hafner,1735,Aufklaerung,Comedy,drama,1764,hafner-der-furchtsame.xml,https://github.com/dracor-org/gerdracor,,23942
40,41,Der Comödienfeind,André,1741,Aufklaerung,Comedy,drama,1765,andre-der-comoedienfeind.xml,https://github.com/dracor-org/gerdracor,,6521
41,42,Der Mann nach der Uhr oder Der ordentliche Mann,Hippel,1741,Aufklaerung,Comedy,drama,1765,hippel-der-mann-nach-der-uhr.xml,https://github.com/dracor-org/gerdracor,,10066
42,43,Atreus und Thyest,Weiße,1726,Aufklaerung,Tragedy,drama,1766,weisse-atreus-und-thyest.xml,https://github.com/dracor-org/gerdracor,,17954
43,44,Der auf den Parnaß versetzte grüne Hut,Klemm,1736,Aufklaerung,Comedy,drama,1767,klemm-der-auf-den-parnass-versetzte-gruene-hut.xml,https://github.com/dracor-org/gerdracor,,14353
44,45,Prinzessin Pumphia,Kurz,1717,Aufklaerung,Comedy,drama,1767,kurz-prinzessin-pumphia.xml,https://github.com/dracor-org/gerdracor,,13527
45,46,Minna von Barnhelm oder das Soldatenglück,Lessing,1729,Aufklaerung,Comedy,drama,1767,lessing-minna-von-barnhelm.xml,https://github.com/dracor-org/gerdracor,,30544
46,47,Julie,Sturz,1736,Aufklaerung,Tragedy,drama,1767,sturz-julie.xml,https://github.com/dracor-org/gerdracor,,16638
47,48,Brutus,Brawe,1738,Aufklaerung,Tragedy,drama,1768,brawe-brutus.xml,https://github.com/dracor-org/gerdracor,,14208
48,49,Ugolino,Gerstenberg,1737,Aufklaerung,Tragedy,drama,1768,gerstenberg-ugolino.xml,https://github.com/dracor-org/gerdracor,,18476
